epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,23390.4,0.51248,0.54948,1.06292,0.6341,0.59946,0.61548,0.4944,0.92471,1.57334,1.47531,0.0054955,0.0054955,0.0054955
184,23491,0.50924,0.55287,1.05955,0.62691,0.62274,0.61664,0.49995,0.92026,1.60038,1.47087,0.00547075,0.00547075,0.00547075
185,23591.5,0.49324,0.52992,1.0488,0.63099,0.59609,0.61339,0.49341,0.94941,1.58479,1.50635,0.005446,0.005446,0.005446
186,23692.2,0.49672,0.53702,1.05538,0.61166,0.59746,0.60301,0.48493,0.92595,1.62635,1.48462,0.00542125,0.00542125,0.00542125
187,23792.8,0.49963,0.5387,1.06364,0.60181,0.62049,0.59715,0.48662,0.92445,1.58503,1.46874,0.0053965,0.0053965,0.0053965
188,23893.1,0.50513,0.54046,1.06786,0.63827,0.60537,0.60582,0.49364,0.917,1.56575,1.47093,0.00537175,0.00537175,0.00537175
189,23993.3,0.50518,0.55082,1.05367,0.63836,0.59314,0.59551,0.47938,0.91608,1.59235,1.47239,0.005347,0.005347,0.005347
190,24093.3,0.49508,0.5431,1.04815,0.62146,0.6049,0.6033,0.48196,0.91883,1.60998,1.48091,0.00532225,0.00532225,0.00532225
191,24193.5,0.49733,0.53947,1.04629,0.63129,0.58138,0.60525,0.4791,0.95681,1.61429,1.52466,0.0052975,0.0052975,0.0052975
192,24293.7,0.49136,0.5321,1.04707,0.6463,0.5754,0.60958,0.48175,0.94535,1.56871,1.50773,0.00527275,0.00527275,0.00527275
193,24393.9,0.49477,0.53021,1.04892,0.5955,0.60941,0.60169,0.48472,0.93959,1.61636,1.51058,0.005248,0.005248,0.005248
194,24494.1,0.49085,0.52002,1.04808,0.57537,0.61769,0.58526,0.48053,0.93551,1.72441,1.49703,0.00522325,0.00522325,0.00522325
195,24594.3,0.48324,0.51657,1.03996,0.62259,0.58197,0.59602,0.48303,0.92813,1.70102,1.48023,0.0051985,0.0051985,0.0051985
196,24694.5,0.49199,0.51012,1.042,0.62512,0.59449,0.60173,0.48492,0.93769,1.65296,1.49142,0.00517375,0.00517375,0.00517375
197,24794.6,0.48612,0.50764,1.04177,0.60804,0.60295,0.60385,0.49266,0.91502,1.64215,1.47426,0.005149,0.005149,0.005149
198,24894.7,0.49076,0.53287,1.04661,0.56495,0.62813,0.59808,0.48876,0.91896,1.6693,1.4947,0.00512425,0.00512425,0.00512425
199,24994.8,0.49135,0.5212,1.04973,0.60044,0.59843,0.5928,0.48395,0.94312,1.69298,1.5123,0.0050995,0.0050995,0.0050995
200,25095,0.48121,0.51164,1.03874,0.64731,0.55821,0.58661,0.47843,0.95009,1.69458,1.51022,0.00507475,0.00507475,0.00507475
201,25195.4,0.48171,0.51559,1.04506,0.61313,0.59547,0.58924,0.4751,0.9433,1.69731,1.50811,0.00505,0.00505,0.00505
202,25295.9,0.47372,0.51081,1.03594,0.60236,0.6082,0.59899,0.47974,0.95159,1.71191,1.50384,0.00502525,0.00502525,0.00502525
203,25396.1,0.47254,0.49684,1.03641,0.62062,0.59673,0.59699,0.4802,0.9751,1.72077,1.51624,0.0050005,0.0050005,0.0050005
204,25496.6,0.47261,0.50832,1.03808,0.59628,0.58701,0.59328,0.48379,0.96205,1.6795,1.52446,0.00497575,0.00497575,0.00497575
205,25596.9,0.47542,0.50805,1.03915,0.60134,0.60679,0.59044,0.48187,0.9554,1.65586,1.5236,0.004951,0.004951,0.004951
206,25697,0.47172,0.50127,1.03708,0.65444,0.55982,0.59474,0.48294,0.96639,1.66548,1.53772,0.00492625,0.00492625,0.00492625
207,25797.3,0.47711,0.51162,1.0386,0.64913,0.56053,0.58754,0.48218,0.95744,1.67762,1.53469,0.0049015,0.0049015,0.0049015
208,25897.4,0.47822,0.51742,1.04284,0.63192,0.5835,0.59471,0.47987,0.97124,1.68252,1.54584,0.00487675,0.00487675,0.00487675
209,25997.9,0.46543,0.50088,1.0298,0.67205,0.55727,0.59889,0.48498,0.98949,1.65046,1.58152,0.004852,0.004852,0.004852
210,26099.4,0.46376,0.50376,1.0333,0.61036,0.60957,0.60097,0.48384,0.97312,1.68934,1.55365,0.00482725,0.00482725,0.00482725
211,26199.7,0.46248,0.4904,1.03254,0.62238,0.58474,0.59672,0.48341,0.9492,1.68237,1.52807,0.0048025,0.0048025,0.0048025
212,26300.1,0.46682,0.50202,1.0297,0.63944,0.57092,0.60168,0.49096,0.94085,1.68126,1.5153,0.00477775,0.00477775,0.00477775
213,26400.6,0.45778,0.48869,1.02989,0.62376,0.58674,0.60419,0.49595,0.9404,1.68715,1.52203,0.004753,0.004753,0.004753
214,26501,0.46306,0.50162,1.02886,0.64781,0.58744,0.60649,0.49671,0.9675,1.71544,1.56264,0.00472825,0.00472825,0.00472825
215,26601.4,0.46731,0.50772,1.03308,0.66179,0.56893,0.60327,0.4941,0.94761,1.71338,1.54051,0.0047035,0.0047035,0.0047035
